Place,Business2011,Employment2011
"Z89409 (Gabbs, NV)",5,b
"Z89410 (Gardnerville, NV)",397,2779
"Z89411 (Genoa, NV)",37,170
"Z89412 (Gerlach, NV)",5,35
"Z89413 (Glenbrook, NV)",26,83
"Z89414 (Golconda, NV)",4,e
"Z89415 (Hawthorne, NV)",55,460
"Z89418 (Imlay, NV)",5,244
"Z89419 (Lovelock, NV)",68,693
"Z89421 (Mc Dermitt, NV)",6,46
"Z89422 (Mina, NV)",1,a
"Z89423 (Minden, NV)",416,4791
"Z89424 (Nixon, NV)",3,a
"Z89425 (Orovada, NV)",8,44
"Z89426 (Paradise Valley, NV)",2,a
"Z89427 (Schurz, NV)",5,19
"Z89428 (Silver City, NV)",3,4
"Z89429 (Silver Springs, NV)",51,460
"Z89430 (Smith, NV)",13,b
"Z89431 (Sparks, NV)",1581,22620
"Z89432 (Sparks, NV)",22,236
"Z89433 (Sun Valley, NV)",64,524
"Z89434 (Sparks, NV)",397,10988
"Z89435 (Sparks, NV)",16,84
"Z89436 (Sparks, NV)",423,4357
"Z89438 (Valmy, NV)",6,f
"Z89439 (Verdi, NV)",52,1101
"Z89440 (Virginia City, NV)",64,278
"Z89441 (Sparks, NV)",106,850
"Z89442 (Wadsworth, NV)",7,24
"Z89444 (Wellington, NV)",30,135
"Z89445 (Winnemucca, NV)",354,5234
"Z89446 (Winnemucca, NV)",16,149
"Z89447 (Yerington, NV)",144,1264
"Z89448 (Zephyr Cove, NV)",178,1011
"Z89449 (Stateline, NV)",290,5387
"Z89450 (Incline Village, NV)",91,956
"Z89451 (Incline Village, NV)",455,3072
"Z89452 (Incline Village, NV)",18,50
"Z89460 (Gardnerville, NV)",95,328
"Z89496 (Fallon, NV)",22,464
"Z89501 (Reno, NV)",548,9960
"Z89502 (Reno, NV)",2472,37975
"Z89503 (Reno, NV)",580,8599
"Z89504 (Reno, NV)",15,c
"Z89505 (Reno, NV)",10,114
"Z89506 (Reno, NV)",376,5471
"Z89507 (Reno, NV)",11,186
"Z89508 (Reno, NV)",54,283
"Z89509 (Reno, NV)",1166,13913
"Z89510 (Reno, NV)",40,345
"Z89511 (Reno, NV)",1284,17701
"Z89512 (Reno, NV)",412,5498
"Z89513 (Reno, NV)",14,63
"Z89515 (Reno, NV)",12,98
"Z89519 (Reno, NV)",174,924
"Z89520 (Reno, NV)",13,g
"Z89521 (Reno, NV)",638,10512
"Z89523 (Reno, NV)",392,4050
"Z89533 (Reno, NV)",5,b
"Z89557 (Reno, NV)",14,371
"Z89570 (Reno, NV)",3,a
"Z89595 (Reno, NV)",17,678
"Z89701 (Carson City, NV)",956,9897
"Z89702 (Carson City, NV)",27,127
"Z89703 (Carson City, NV)",479,4014
"Z89704 (Washoe Valley, NV)",65,c
"Z89705 (Carson City, NV)",113,1834
"Z89706 (Carson City, NV)",688,8043
"Z89712 (Carson City, NV)",1,a
"Z89721 (Carson City, NV)",7,18
"Z89801 (Elko, NV)",774,10808
"Z89802 (Elko, NV)",5,70
"Z89803 (Elko, NV)",12,c
"Z89815 (Spring Creek, NV)",116,693
"Z89820 (Battle Mountain, NV)",73,1224
"Z89821 (Crescent Valley, NV)",7,b
"Z89822 (Carlin, NV)",35,3463
"Z89823 (Deeth, NV)",3,a
"Z89825 (Jackpot, NV)",12,f
"Z89826 (Jarbidge, NV)",3,a
"Z89828 (Lamoille, NV)",18,134
"Z89831 (Mountain City, NV)",1,a
"Z89832 (Owyhee, NV)",5,117
"Z89833 (Ruby Valley, NV)",1,a
"Z89835 (Wells, NV)",48,571
"Z89883 (West Wendover, NV)",33,2621
"Z90001 (Los Angeles, CA)",578,11306
"Z90002 (Los Angeles, CA)",147,2092
"Z90003 (Los Angeles, CA)",410,4869
"Z90004 (Los Angeles, CA)",1045,8211
"Z90005 (Los Angeles, CA)",596,5221
"Z90006 (Los Angeles, CA)",1016,7543
"Z90007 (Los Angeles, CA)",912,28607
"Z90008 (Los Angeles, CA)",324,3282
"Z90009 (Los Angeles, CA)",19,h
"Z90010 (Los Angeles, CA)",2508,32975
"Z90011 (Los Angeles, CA)",709,7794
"Z90012 (Los Angeles, CA)",1260,24402
"Z90013 (Los Angeles, CA)",1222,10263
"Z90014 (Los Angeles, CA)",1842,11075
"Z90015 (Los Angeles, CA)",2721,31756
"Z90016 (Los Angeles, CA)",622,9526
"Z90017 (Los Angeles, CA)",1761,39536
"Z90018 (Los Angeles, CA)",379,4439
"Z90019 (Los Angeles, CA)",886,5935
"Z90020 (Los Angeles, CA)",658,5320
"Z90021 (Los Angeles, CA)",1939,27400
"Z90022 (Los Angeles, CA)",830,11778
"Z90023 (Los Angeles, CA)",957,18746
"Z90024 (Los Angeles, CA)",1960,24508
"Z90025 (Los Angeles, CA)",3525,27302
"Z90026 (Los Angeles, CA)",861,7576
"Z90027 (Los Angeles, CA)",1189,22751
"Z90028 (Los Angeles, CA)",1445,29426
"Z90029 (Los Angeles, CA)",524,4641
"Z90030 (Los Angeles, CA)",5,41
"Z90031 (Los Angeles, CA)",440,7318
"Z90032 (Los Angeles, CA)",305,4390
"Z90033 (Los Angeles, CA)",526,20080
"Z90034 (Los Angeles, CA)",1048,11219
"Z90035 (Los Angeles, CA)",1060,12686
"Z90036 (Los Angeles, CA)",1955,27977
"Z90037 (Los Angeles, CA)",421,5133
"Z90038 (Los Angeles, CA)",854,13902
"Z90039 (Los Angeles, CA)",794,9315
"Z90040 (Los Angeles, CA)",1241,40548
"Z90041 (Los Angeles, CA)",585,5541
"Z90042 (Los Angeles, CA)",510,3099
"Z90043 (Los Angeles, CA)",358,2800
"Z90044 (Los Angeles, CA)",338,2855
"Z90045 (Los Angeles, CA)",2081,63542
"Z90046 (Los Angeles, CA)",1864,11836
"Z90047 (Los Angeles, CA)",338,4325
"Z90048 (Los Angeles, CA)",2198,32794
"Z90049 (Los Angeles, CA)",1696,20104
"Z90050 (Los Angeles, CA)",2,c
"Z90051 (Los Angeles, CA)",13,570
"Z90052 (Los Angeles, CA)",3,b
"Z90053 (Los Angeles, CA)",1,a
"Z90054 (Los Angeles, CA)",6,137
"Z90055 (Los Angeles, CA)",3,a
"Z90056 (Los Angeles, CA)",132,2387
"Z90057 (Los Angeles, CA)",681,8395
"Z90058 (Los Angeles, CA)",1312,42384
"Z90059 (Los Angeles, CA)",220,i
"Z90060 (Los Angeles, CA)",7,b
"Z90061 (Los Angeles, CA)",350,6294
"Z90062 (Los Angeles, CA)",138,1073
"Z90063 (Los Angeles, CA)",323,3391
"Z90064 (Los Angeles, CA)",2224,30018
"Z90065 (Los Angeles, CA)",608,7767
"Z90066 (Los Angeles, CA)",1178,12292
"Z90067 (Los Angeles, CA)",2436,51714
"Z90068 (Los Angeles, CA)",809,4813
"Z90069 (West Hollywood, CA)",2165,17479
"Z90070 (Los Angeles, CA)",2,a
"Z90071 (Los Angeles, CA)",1081,35208
"Z90072 (Los Angeles, CA)",1,a
"Z90073 (Los Angeles, CA)",17,h
"Z90074 (Los Angeles, CA)",2,a
"Z90075 (Los Angeles, CA)",4,b
"Z90076 (Los Angeles, CA)",2,b
"Z90077 (Los Angeles, CA)",282,1878
"Z90078 (Los Angeles, CA)",4,20
"Z90079 (Los Angeles, CA)",231,781
"Z90080 (Los Angeles, CA)",1,a
"Z90081 (Los Angeles, CA)",2,b
"Z90082 (Los Angeles, CA)",1,a
"Z90083 (Los Angeles, CA)",1,a
"Z90084 (Los Angeles, CA)",1,a
"Z90086 (Los Angeles, CA)",18,128
"Z90087 (Los Angeles, CA)",1,a
"Z90088 (Los Angeles, CA)",1,a
"Z90089 (Los Angeles, CA)",27,i
"Z90091 (Los Angeles, CA)",3,231
"Z90093 (Los Angeles, CA)",4,b
"Z90094 (Los Angeles, CA)",88,1706
"Z90095 (Los Angeles, CA)",33,361
"Z90096 (Los Angeles, CA)",3,a
"Z90099 (Los Angeles, CA)",1,a
"Z90201 (Bell, CA)",836,13281
"Z90202 (Bell Gardens, CA)",11,196
"Z90209 (Beverly Hills, CA)",7,8
"Z90210 (Beverly Hills, CA)",2214,31872
"Z90211 (Beverly Hills, CA)",1483,9809
"Z90212 (Beverly Hills, CA)",2174,14591
"Z90213 (Beverly Hills, CA)",14,e
"Z90220 (Compton, CA)",695,17328
"Z90221 (Compton, CA)",585,10621
"Z90222 (Compton, CA)",190,2425
"Z90224 (Compton, CA)",8,543
"Z90230 (Culver City, CA)",1263,24515
"Z90231 (Culver City, CA)",8,37
"Z90232 (Culver City, CA)",1118,20333
"Z90233 (Culver City, CA)",3,b
"Z90239 (Downey, CA)",2,a
"Z90240 (Downey, CA)",477,3271
"Z90241 (Downey, CA)",1043,15709
"Z90242 (Downey, CA)",385,9543
"Z90245 (El Segundo, CA)",1607,74948
"Z90247 (Gardena, CA)",805,11965
"Z90248 (Gardena, CA)",1295,33067
"Z90249 (Gardena, CA)",667,9559
"Z90250 (Hawthorne, CA)",1124,17799
"Z90251 (Hawthorne, CA)",5,b
"Z90254 (Hermosa Beach, CA)",754,5637
"Z90255 (Huntington Park, CA)",911,13105
"Z90260 (Lawndale, CA)",489,3496
"Z90261 (Lawndale, CA)",9,32
"Z90262 (Lynwood, CA)",588,8716
"Z90263 (Malibu, CA)",13,232
"Z90264 (Malibu, CA)",9,c
"Z90265 (Malibu, CA)",935,10162
"Z90266 (Manhattan Beach, CA)",1503,14085
"Z90267 (Manhattan Beach, CA)",8,56
"Z90270 (Maywood, CA)",249,2673
"Z90272 (Pacific Palisades, CA)",865,4876
"Z90274 (Palos Verdes Peninsula, CA)",932,7156
"Z90275 (Rancho Palos Verdes, CA)",699,4281
"Z90277 (Redondo Beach, CA)",1173,9098
"Z90278 (Redondo Beach, CA)",920,15581
"Z90280 (South Gate, CA)",928,13924
"Z90290 (Topanga, CA)",210,684
"Z90291 (Venice, CA)",1153,7403
"Z90292 (Marina Del Rey, CA)",1217,15439
"Z90293 (Playa Del Rey, CA)",271,972
"Z90294 (Venice, CA)",7,b
"Z90295 (Marina Del Rey, CA)",16,201
"Z90296 (Playa Del Rey, CA)",4,15
"Z90301 (Inglewood, CA)",866,13261
"Z90302 (Inglewood, CA)",297,3538
"Z90303 (Inglewood, CA)",283,4830
"Z90304 (Inglewood, CA)",296,2423
"Z90305 (Inglewood, CA)",99,1013
"Z90306 (Inglewood, CA)",6,50
"Z90308 (Inglewood, CA)",2,a
"Z90310 (Inglewood, CA)",1,a
"Z90311 (Inglewood, CA)",2,a
"Z90312 (Inglewood, CA)",2,a
"Z90401 (Santa Monica, CA)",1755,23726
"Z90402 (Santa Monica, CA)",377,1412
"Z90403 (Santa Monica, CA)",1301,8700
"Z90404 (Santa Monica, CA)",1741,25030
"Z90405 (Santa Monica, CA)",1540,13741
"Z90406 (Santa Monica, CA)",29,c
"Z90407 (Santa Monica, CA)",5,g
"Z90408 (Santa Monica, CA)",10,54
"Z90409 (Santa Monica, CA)",5,b
"Z90410 (Santa Monica, CA)",4,26
"Z90411 (Santa Monica, CA)",2,a
"Z90501 (Torrance, CA)",1601,23954
"Z90502 (Torrance, CA)",640,14886
"Z90503 (Torrance, CA)",1881,26807
"Z90504 (Torrance, CA)",563,8365
"Z90505 (Torrance, CA)",1998,28573
"Z90506 (Torrance, CA)",2,a
"Z90507 (Torrance, CA)",3,a
"Z90508 (Torrance, CA)",4,a
"Z90509 (Torrance, CA)",30,9627
"Z90510 (Torrance, CA)",8,e
"Z90601 (Whittier, CA)",560,9567
"Z90602 (Whittier, CA)",467,7821
"Z90603 (Whittier, CA)",366,5518
"Z90604 (Whittier, CA)",212,1497
"Z90605 (Whittier, CA)",465,4690
"Z90606 (Whittier, CA)",370,4106
"Z90607 (Whittier, CA)",15,121
"Z90608 (Whittier, CA)",12,c
"Z90609 (Whittier, CA)",7,a
"Z90610 (Whittier, CA)",4,b
"Z90620 (Buena Park, CA)",776,18223
"Z90621 (Buena Park, CA)",728,9038
"Z90622 (Buena Park, CA)",12,872
"Z90623 (La Palma, CA)",286,4812
"Z90624 (Buena Park, CA)",3,b
"Z90630 (Cypress, CA)",1017,20282
"Z90631 (La Habra, CA)",1201,13096
"Z90632 (La Habra, CA)",7,307
"Z90633 (La Habra, CA)",6,69
"Z90637 (La Mirada, CA)",14,c
"Z90638 (La Mirada, CA)",913,15926
"Z90639 (La Mirada, CA)",6,h
"Z90640 (Montebello, CA)",1232,19236
"Z90650 (Norwalk, CA)",1031,16985
"Z90651 (Norwalk, CA)",14,125
"Z90652 (Norwalk, CA)",1,a
"Z90660 (Pico Rivera, CA)",803,12791
"Z90661 (Pico Rivera, CA)",1,a
"Z90662 (Pico Rivera, CA)",2,a
"Z90670 (Santa Fe Springs, CA)",2247,49445
"Z90671 (Santa Fe Springs, CA)",1,b
"Z90680 (Stanton, CA)",501,5447
"Z90701 (Artesia, CA)",650,7783
"Z90702 (Artesia, CA)",11,112
"Z90703 (Cerritos, CA)",1620,30782
"Z90704 (Avalon, CA)",195,2033
"Z90706 (Bellflower, CA)",1058,12332
"Z90707 (Bellflower, CA)",9,72
"Z90710 (Harbor City, CA)",411,7230
"Z90711 (Lakewood, CA)",1,a
"Z90712 (Lakewood, CA)",602,9239
"Z90713 (Lakewood, CA)",279,3079
"Z90714 (Lakewood, CA)",15,328
"Z90715 (Lakewood, CA)",104,578
"Z90716 (Hawaiian Gardens, CA)",187,3616
"Z90717 (Lomita, CA)",464,3239
"Z90720 (Los Alamitos, CA)",1104,13347
"Z90721 (Los Alamitos, CA)",5,50
"Z90723 (Paramount, CA)",1035,15730
"Z90731 (San Pedro, CA)",853,9129
"Z90732 (San Pedro, CA)",337,3424
"Z90733 (San Pedro, CA)",8,44
"Z90734 (San Pedro, CA)",5,3
"Z90740 (Seal Beach, CA)",620,9076
"Z90742 (Sunset Beach, CA)",46,410
"Z90743 (Surfside, CA)",10,75
"Z90744 (Wilmington, CA)",673,8992
"Z90745 (Carson, CA)",732,14713
"Z90746 (Carson, CA)",687,13280
"Z90747 (Carson, CA)",12,998
"Z90748 (Wilmington, CA)",16,144
"Z90749 (Carson, CA)",10,c
"Z90755 (Signal Hill, CA)",578,8318
"Z90801 (Long Beach, CA)",44,785
"Z90802 (Long Beach, CA)",1160,35516
"Z90803 (Long Beach, CA)",969,8367
"Z90804 (Long Beach, CA)",663,6958
"Z90805 (Long Beach, CA)",730,10616
"Z90806 (Long Beach, CA)",866,21506
"Z90807 (Long Beach, CA)",913,10685
"Z90808 (Long Beach, CA)",606,11276
"Z90809 (Long Beach, CA)",10,f
"Z90810 (Long Beach, CA)",416,10450
"Z90813 (Long Beach, CA)",751,10087
"Z90814 (Long Beach, CA)",247,1628
"Z90815 (Long Beach, CA)",808,10478
"Z90822 (Long Beach, CA)",17,h
"Z90831 (Long Beach, CA)",77,1404
"Z90832 (Long Beach, CA)",3,b
"Z90840 (Long Beach, CA)",4,f
"Z90844 (Long Beach, CA)",3,c
"Z90846 (Long Beach, CA)",3,a
"Z90848 (Long Beach, CA)",1,a
"Z90853 (Long Beach, CA)",6,171
"Z90895 (Carson, CA)",2,f
"Z91001 (Altadena, CA)",471,3480
"Z91003 (Altadena, CA)",6,a
"Z91006 (Arcadia, CA)",1383,12252
"Z91007 (Arcadia, CA)",1088,13154
"Z91008 (Duarte, CA)",11,b
"Z91009 (Duarte, CA)",6,28
"Z91010 (Duarte, CA)",464,10579
"Z91011 (La Canada Flintridge, CA)",605,5327
"Z91012 (La Canada Flintridge, CA)",7,19
"Z91016 (Monrovia, CA)",1090,17506
"Z91017 (Monrovia, CA)",7,b
"Z91020 (Montrose, CA)",320,2591
"Z91021 (Montrose, CA)",3,0
"Z91023 (Mount Wilson, CA)",2,c
"Z91024 (Sierra Madre, CA)",255,1546
"Z91025 (Sierra Madre, CA)",6,b
"Z91030 (South Pasadena, CA)",716,5684
"Z91031 (South Pasadena, CA)",11,62
"Z91040 (Sunland, CA)",287,2440
"Z91041 (Sunland, CA)",4,a
"Z91042 (Tujunga, CA)",308,2124
"Z91043 (Tujunga, CA)",6,43
"Z91046 (Verdugo City, CA)",13,91
"Z91066 (Arcadia, CA)",15,c
"Z91077 (Arcadia, CA)",6,a
"Z91101 (Pasadena, CA)",1815,26400
"Z91102 (Pasadena, CA)",4,a
"Z91103 (Pasadena, CA)",493,12428
"Z91104 (Pasadena, CA)",537,3789
"Z91105 (Pasadena, CA)",1062,21807
"Z91106 (Pasadena, CA)",749,6437
"Z91107 (Pasadena, CA)",1287,16693
"Z91108 (San Marino, CA)",486,2565
"Z91109 (Pasadena, CA)",43,6470
"Z91110 (Pasadena, CA)",1,a
"Z91114 (Pasadena, CA)",4,a
"Z91115 (Pasadena, CA)",2,a
"Z91116 (Pasadena, CA)",2,a
"Z91117 (Pasadena, CA)",8,a
"Z91118 (San Marino, CA)",5,a
"Z91121 (Pasadena, CA)",3,f
"Z91124 (Pasadena, CA)",6,f
"Z91125 (Pasadena, CA)",4,h
"Z91129 (Pasadena, CA)",1,a
"Z91182 (Pasadena, CA)",1,a
"Z91188 (Pasadena, CA)",11,h
"Z91201 (Glendale, CA)",606,11287
"Z91202 (Glendale, CA)",541,3564
"Z91203 (Glendale, CA)",1078,16581
"Z91204 (Glendale, CA)",851,14686
"Z91205 (Glendale, CA)",626,6094
"Z91206 (Glendale, CA)",570,7833
"Z91207 (Glendale, CA)",173,852
"Z91208 (Glendale, CA)",461,3253
"Z91209 (Glendale, CA)",15,387
"Z91210 (Glendale, CA)",263,5259
"Z91214 (La Crescenta, CA)",665,3629
"Z91221 (Glendale, CA)",6,c
"Z91222 (Glendale, CA)",5,a
"Z91224 (La Crescenta, CA)",10,108
"Z91225 (Glendale, CA)",4,g
"Z91226 (Glendale, CA)",6,12
"Z91301 (Agoura Hills, CA)",1260,13111
"Z91302 (Calabasas, CA)",1532,13761
"Z91303 (Canoga Park, CA)",998,13651
"Z91304 (Canoga Park, CA)",857,12768
"Z91305 (Canoga Park, CA)",5,b
"Z91306 (Winnetka, CA)",433,2540
"Z91307 (West Hills, CA)",631,5953
"Z91308 (West Hills, CA)",12,169
"Z91309 (Canoga Park, CA)",11,b
"Z91310 (Castaic, CA)",8,41
"Z91311 (Chatsworth, CA)",1930,35153
"Z91313 (Chatsworth, CA)",8,306
"Z91316 (Encino, CA)",1218,8523
"Z91319 (Newbury Park, CA)",8,c
"Z91320 (Newbury Park, CA)",1108,j
"Z91321 (Newhall, CA)",730,6812
"Z91322 (Newhall, CA)",13,33
"Z91324 (Northridge, CA)",1421,15941
"Z91325 (Northridge, CA)",692,11333
"Z91326 (Porter Ranch, CA)",466,4389
"Z91327 (Northridge, CA)",6,18
"Z91328 (Northridge, CA)",23,135
"Z91329 (Northridge, CA)",3,f
"Z91330 (Northridge, CA)",16,g
"Z91331 (Pacoima, CA)",816,12045
"Z91333 (Pacoima, CA)",3,b
"Z91334 (Pacoima, CA)",1,a
"Z91335 (Reseda, CA)",1001,9442
"Z91337 (Reseda, CA)",4,a
"Z91340 (San Fernando, CA)",632,9757
"Z91341 (San Fernando, CA)",7,170
"Z91342 (Sylmar, CA)",890,21169
"Z91343 (North Hills, CA)",578,7546
"Z91344 (Granada Hills, CA)",940,7365
"Z91345 (Mission Hills, CA)",364,6304
"Z91346 (Mission Hills, CA)",4,b
"Z91350 (Santa Clarita, CA)",670,7821
"Z91351 (Canyon Country, CA)",613,4903
"Z91352 (Sun Valley, CA)",1183,17693
"Z91353 (Sun Valley, CA)",9,499
"Z91354 (Valencia, CA)",268,1195
"Z91355 (Valencia, CA)",2149,49435
"Z91356 (Tarzana, CA)",1598,12072
"Z91357 (Tarzana, CA)",30,310
"Z91358 (Thousand Oaks, CA)",5,24
"Z91359 (Westlake Village, CA)",22,35
"Z91360 (Thousand Oaks, CA)",1378,17468
"Z91361 (Westlake Village, CA)",1403,14665
"Z91362 (Thousand Oaks, CA)",1751,18990
"Z91364 (Woodland Hills, CA)",1829,13070
"Z91365 (Woodland Hills, CA)",9,63
"Z91367 (Woodland Hills, CA)",1967,45108
"Z91371 (Woodland Hills, CA)",2,a
"Z91372 (Calabasas, CA)",8,99
"Z91376 (Agoura Hills, CA)",11,a
"Z91377 (Oak Park, CA)",230,652
"Z91380 (Santa Clarita, CA)",17,109
"Z91381 (Stevenson Ranch, CA)",380,4057
"Z91382 (Santa Clarita, CA)",1,a
"Z91384 (Castaic, CA)",256,1618
"Z91385 (Valencia, CA)",6,a
"Z91386 (Canyon Country, CA)",5,a
"Z91387 (Canyon Country, CA)",304,1983
"Z91390 (Santa Clarita, CA)",209,884
"Z91392 (Sylmar, CA)",11,g
"Z91393 (North Hills, CA)",1,b
"Z91394 (Granada Hills, CA)",4,7
"Z91395 (Mission Hills, CA)",6,24
"Z91396 (Winnetka, CA)",3,a
"Z91401 (Van Nuys, CA)",799,6878
"Z91402 (Panorama City, CA)",658,11211
"Z91403 (Sherman Oaks, CA)",1929,15146
"Z91404 (Van Nuys, CA)",7,b
"Z91405 (Van Nuys, CA)",855,12358
"Z91406 (Van Nuys, CA)",1537,22574
"Z91408 (Van Nuys, CA)",3,a
"Z91409 (Van Nuys, CA)",15,115
"Z91410 (Van Nuys, CA)",1,a
"Z91411 (Van Nuys, CA)",730,8706
"Z91412 (Panorama City, CA)",2,a
"Z91413 (Sherman Oaks, CA)",63,50
"Z91416 (Encino, CA)",12,48
"Z91423 (Sherman Oaks, CA)",1414,10523
"Z91426 (Encino, CA)",21,51
"Z91436 (Encino, CA)",3030,17543
"Z91501 (Burbank, CA)",228,1578
"Z91502 (Burbank, CA)",1034,17605
"Z91503 (Burbank, CA)",11,e
"Z91504 (Burbank, CA)",722,m
"Z91505 (Burbank, CA)",1577,31478
"Z91506 (Burbank, CA)",689,14391
"Z91507 (Burbank, CA)",5,c
"Z91508 (Burbank, CA)",8,23
"Z91510 (Burbank, CA)",17,b
"Z91521 (Burbank, CA)",96,j
"Z91522 (Burbank, CA)",58,i
"Z91523 (Burbank, CA)",27,g
"Z91601 (North Hollywood, CA)",784,7422
"Z91602 (North Hollywood, CA)",651,4804
"Z91603 (North Hollywood, CA)",4,a
"Z91604 (Studio City, CA)",1508,10830
"Z91605 (North Hollywood, CA)",1153,13748
"Z91606 (North Hollywood, CA)",631,7580
"Z91607 (Valley Village, CA)",654,5061
"Z91608 (Universal City, CA)",201,k
"Z91609 (North Hollywood, CA)",3,a
"Z91610 (Toluca Lake, CA)",2,b
"Z91612 (North Hollywood, CA)",1,a
"Z91614 (Studio City, CA)",8,b
"Z91615 (North Hollywood, CA)",5,22
"Z91617 (Valley Village, CA)",3,b
"Z91701 (Rancho Cucamonga, CA)",443,3862
"Z91702 (Azusa, CA)",773,17273
"Z91706 (Baldwin Park, CA)",1311,31414
"Z91708 (Chino, CA)",67,1639
"Z91709 (Chino Hills, CA)",1094,9732
"Z91710 (Chino, CA)",2188,31689
"Z91711 (Claremont, CA)",818,15767
"Z91714 (City of Industry, CA)",2,a
"Z91715 (City of Industry, CA)",11,e
"Z91716 (City of Industry, CA)",4,b
"Z91722 (Covina, CA)",470,6366
"Z91723 (Covina, CA)",663,8673
"Z91724 (Covina, CA)",475,5032
"Z91729 (Rancho Cucamonga, CA)",31,473
"Z91730 (Rancho Cucamonga, CA)",2378,46677
"Z91731 (El Monte, CA)",995,13298
"Z91732 (El Monte, CA)",536,4114
"Z91733 (South El Monte, CA)",1731,17051
"Z91734 (El Monte, CA)",5,c
"Z91735 (El Monte, CA)",2,f
"Z91737 (Rancho Cucamonga, CA)",263,1933
"Z91739 (Rancho Cucamonga, CA)",533,8290
"Z91740 (Glendora, CA)",638,10591
"Z91741 (Glendora, CA)",499,3926
"Z91743 (Guasti, CA)",1,a
"Z91744 (La Puente, CA)",785,9508
"Z91745 (Hacienda Heights, CA)",1239,15881
"Z91746 (La Puente, CA)",906,16750
"Z91747 (La Puente, CA)",9,455
"Z91748 (Rowland Heights, CA)",2064,24386
"Z91749 (La Puente, CA)",6,325
"Z91750 (La Verne, CA)",718,9095
"Z91752 (Mira Loma, CA)",484,13704
"Z91754 (Monterey Park, CA)",1346,18626
"Z91755 (Monterey Park, CA)",321,2345
"Z91758 (Ontario, CA)",2,b
"Z91759 (Mt Baldy, CA)",11,121
"Z91761 (Ontario, CA)",2182,59634
"Z91762 (Ontario, CA)",859,10212
"Z91763 (Montclair, CA)",858,11984
"Z91764 (Ontario, CA)",897,19365
"Z91765 (Diamond Bar, CA)",1187,11413
"Z91766 (Pomona, CA)",788,11192
"Z91767 (Pomona, CA)",780,12258
"Z91768 (Pomona, CA)",553,12610
"Z91769 (Pomona, CA)",30,g
"Z91770 (Rosemead, CA)",1109,14722
"Z91772 (Rosemead, CA)",2,a
"Z91773 (San Dimas, CA)",1039,15969
"Z91775 (San Gabriel, CA)",269,1934
"Z91776 (San Gabriel, CA)",1384,10040
"Z91778 (San Gabriel, CA)",6,8
"Z91780 (Temple City, CA)",779,4934
"Z91784 (Upland, CA)",332,2655
"Z91785 (Upland, CA)",25,258
"Z91786 (Upland, CA)",1694,19503
"Z91788 (Walnut, CA)",20,185
"Z91789 (Walnut, CA)",1686,17838
"Z91790 (West Covina, CA)",823,15954
"Z91791 (West Covina, CA)",511,7582
"Z91792 (West Covina, CA)",273,3101
"Z91793 (West Covina, CA)",3,b
"Z91795 (Walnut, CA)",2,e
"Z91801 (Alhambra, CA)",1295,12582
"Z91802 (Alhambra, CA)",18,367
"Z91803 (Alhambra, CA)",730,8131
"Z91804 (Alhambra, CA)",1,a
"Z91901 (Alpine, CA)",403,4195
"Z91902 (Bonita, CA)",330,2391
"Z91903 (Alpine, CA)",18,78
"Z91905 (Boulevard, CA)",14,34
"Z91906 (Campo, CA)",21,557
"Z91908 (Bonita, CA)",3,4
"Z91909 (Chula Vista, CA)",3,9
"Z91910 (Chula Vista, CA)",1477,19900
"Z91911 (Chula Vista, CA)",1276,18359
"Z91912 (Chula Vista, CA)",21,131
"Z91913 (Chula Vista, CA)",236,1289
"Z91914 (Chula Vista, CA)",321,3738
"Z91915 (Chula Vista, CA)",313,4046
"Z91916 (Descanso, CA)",29,117
"Z91917 (Dulzura, CA)",6,29
"Z91921 (Chula Vista, CA)",12,b
"Z91931 (Guatay, CA)",12,34
"Z91932 (Imperial Beach, CA)",242,1855
"Z91933 (Imperial Beach, CA)",5,7
"Z91934 (Jacumba, CA)",10,30
"Z91935 (Jamul, CA)",132,926
"Z91941 (La Mesa, CA)",1019,8797
"Z91942 (La Mesa, CA)",935,11747
"Z91943 (La Mesa, CA)",8,a
"Z91944 (La Mesa, CA)",12,h
"Z91945 (Lemon Grove, CA)",421,5093
"Z91946 (Lemon Grove, CA)",4,a
"Z91947 (Lincoln Acres, CA)",1,a
"Z91948 (Mount Laguna, CA)",8,26
"Z91950 (National City, CA)",1232,17184
"Z91951 (National City, CA)",6,71
"Z91962 (Pine Valley, CA)",31,180
"Z91963 (Potrero, CA)",2,a
"Z91976 (Spring Valley, CA)",4,15
"Z91977 (Spring Valley, CA)",570,4834
"Z91978 (Spring Valley, CA)",140,1202
"Z91979 (Spring Valley, CA)",14,316
"Z91980 (Tecate, CA)",30,176
"Z92003 (Bonsall, CA)",148,1004
"Z92004 (Borrego Springs, CA)",83,564
"Z92007 (Cardiff by the Sea, CA)",330,2374
"Z92008 (Carlsbad, CA)",2004,38306
"Z92009 (Carlsbad, CA)",1040,10125
"Z92010 (Carlsbad, CA)",313,3568
"Z92011 (Carlsbad, CA)",617,7441
"Z92013 (Carlsbad, CA)",11,30
"Z92014 (Del Mar, CA)",744,6129
"Z92018 (Carlsbad, CA)",25,131
"Z92019 (El Cajon, CA)",580,7079
"Z92020 (El Cajon, CA)",1802,25557
"Z92021 (El Cajon, CA)",1067,9972
"Z92022 (El Cajon, CA)",7,b
"Z92023 (Encinitas, CA)",22,e
